N°;Name;Smiles;logBB;Ref
9259;;C4C=CC2=C(C=4)OC(NCCCOC1C=CC=C(CN3CCCCC3)C=1)=N2;0.22;
9263;;N(C(=O)NCCCl)(N=O)CCCl;-0.52;
9264;;C1C=CC=CC=1;0.37;
9265;;C4C2N(C3=C(C(=O)N4C)C(Cl)=CC=C3)C=NC=2C1N=C(C(C)(CO)CO)ON=1;-1.82;
9266;;C4C6C7=C(C=CC=C7NC=6Br)C2C4(H)N(C)CC(C(=O)NC5(C(C)C)C(=O)N3C(O)(O5)C1(H)N(C(=O)C3CC(C)C)CCC1)C=2;-1.1;
9268;;C4C(=O)N(CCCCN2CCN(C3=NC=CC=N3)CC2)C(=O)CC41CCCC1;0.48;
9270;;N1(C)C(=O)N(C)C2=C(C1=O)N(C)C=N2;-0.055;
9271;;C12N(C(N)=O)C3=C(C=CC=1C=CC=C2)C=CC=C3;-0.14;
9272;;N1(C(=O)N)C2=C(C3C(C4=C1C=CC=C4)O3)C=CC=C2;-0.35;
9274;;C3(OC)(NC(=O)C4SC(=C(C(=O)N)C(=O)O)S4)C(=O)N2C3SCC(CSC1N(C)N=NN=1)=C2C(=O)O;-1.89;
9275;;C(F)(F)(F)C(H)(H)Cl;0.08;
9276;;C(F)(F)(F)C(H)(H)OC=C;0.13;
9277;;C3=CC=C2C(=C3)N(CCCN(C)C)C1=C(S2)C=CC(Cl)=C1;1.06;
9279;;C12=C(N(C3=CC=CC=C3)C(=O)CC(=O)N1C)C=C(Cl)C=C2;0.35;
9281;;C5(OC)=C2C3=C(C=C5)CC1C4(H)C3(C(C(O)C=C4)O2)CCN1C;0.55;
9284;;C(C(F)(F)F)(OC(F)F)F;0.11;
9285;;N1(CCCNC)C2=C(CCC3=C1C=CC=C3)C=CC=C2;1.2;
9286;;N1(C3=CC=CC=C3)C(=O)CC(=O)NC2=C1C=C(Cl)C=C2;0.36;
9287;;N1(CCCN)C2=C(CCC3=C1C=CC=C3)C=CC=C2;1.06;
9288;;C12C(C3C=CC=CC=3)=NCC(=O)NC=1C=CC(Cl)=C2;0.5;
9289;;N1(CCCNC)C2=C(SC3=C1C=CC=C3)C=CC=C2;0.59;
9290;;C12=C(C(C3=CC=CC=C3)=NCC(=O)N1C)C=C(Cl)C=C2;0.52;
9292;;N1(C3OC(CO)CC3)C2=C(N=C1)C(=O)NC=N2;-1.3;
9293;;O(CC)CC;0.0;
9294;;O(C=C)C=C;0.11;
9295;;C(F)(F)(OC(F)F)C(Cl)F;0.24;
9297;;C1(CC)C=CC=CC=1;0.197;
9298;;C52=C(C=C7C(=C5)C(OC6C(O)C(O)C4C(O6)COC(H)(C)O4)C1C(C7C3=CC(OC)=C(O)C(OC)=C3)C(=O)OC1)OCO2;-2.0;
9299;;C12C(C3=C(F)C=CC=C3)=NCC(=O)N(C)C=1C=CC(N(=O)=O)=C2;0.06;
9300;;C3=CC=C2C(=C3)N(CCCN4CCN(CCO)CC4)C1=C(S2)C=CC(C(F)(F)F)=C1;1.51;
9301;;C1(C(=O)O)C(O)=CC=C(O)C=1;0.08;
9302;;C1(C(=O)CCCN2CCC(O)(C3=CC=C(Cl)C=C3)CC2)=CC=C(F)C=C1;1.34;
9303;;C(F)(F)(F)C(Cl)Br;0.35;
9306;;N1(C)C(=O)C(C)(C2=CCCCC2)C(=O)NC1=O;0.1;
9307;;C1(C(N3CCN(CCOCCO)CC3)C2=CC=CC=C2)=CC=C(Cl)C=C1;0.39;
9308;;C1=C(CC(C)C)C=CC(C(C)C(=O)O)=C1;-0.18;
9309;;C1(C)=CN=C(N=C(N)N)S1;-0.04;
9311;;C12=C(N(CCCN(C)C)C3=C(CC1)C=CC=C3)C=CC=C2;1.06;
9313;;C32=C(C=C(OC)C=C3)C(CC(=O)O)=C(C)N2C(=O)C1=CC=C(Cl)C=C1;-1.26;
9314;;C(F)(F)(F)C(Cl)OC(F)F;0.42;
9316;;C4C2N(C3=C(C(=O)N4C)C(Cl)=CC=C3)C=NC=2C1=NOC(C(C)C)=N1;-0.3;
9318;;C123C4C(CC(C1CCCC2)N(C)CC3)=CC=C(O)C=4;0.0;
9319;;N4(C)C(=O)C2=C(N3C(C4)=C(C1N=C(C(C)(O)CO)ON=1)N=C3)C=CC=C2Cl;-1.82;
9320;;C(F)(F)(F)CC(Br)Cl;0.35;
9321;;C(F)(F)(F)CC(Br)F;0.27;
9323;;N(C2=NC=CC=C2)(CC1C=CC(OC)=CC=1)CCN(C)C;0.49;
9325;;C(C1C=CC=CC=1)C(C)NC;0.99;
9327;;C1(=O)C(C(C)C#CCC)(CC=C)C(=O)NC(=O)N1C;-0.06;
9328;;N3=C(N)C2=C(N=C3N)N=CC(CN(C)C1=CC=C(C(=O)NC(C(=O)O)CCC(=O)O)C=C1)=N2;-1.52;
9329;;C(F)(F)(C(Cl)Cl)OC;0.25;
9330;;C1(C)CCCC1;0.93;
9331;;C4=CC=C2C(=C4)C1N(C3=C(C2)C=CC=C3)CCN(C)C1;0.99;
9332;;N12C3=C(C(C4=C(F)C=CC=C4)=NCC1=CN=C2C)C=C(Cl)C=C3;0.36;
9333;;C12=C(CC3=C(C4N1CCN(C)C4)C=CC=C3)C=CC=N2;0.53;
9334;;C4C2N(C3=C(C(=O)N4C)C(Cl)=CC=C3)C=NC=2C1N=C(C(C)(C)O)ON=1;-1.34;
9335;;C1=CC(O)=C2OC3C45C2=C1CC(C4(H)C=CC3O)N(C)CC5;-0.16;
9336;;CC1C=C(C)C=CC=1;0.295;
9339;;C34=C(C(C)=CC=N3)NC(=O)C1=C(N4C2CC2)N=CC=C1;0.0;
9341;;N#NO;0.03;
9342;;N1(CCCNC)C2=C(SC3=C1C=CC=C3)C=CC(Cl)=C2;1.37;
9343;;N1(CCCN)C2=C(SC3=C1C=CC=C3)C=CC(Cl)=C2;0.97;
9344;;N1(CCC4NCCCC4)C2=C(SC3=C1C=CC=C3)C=CC(SC)=C2;0.75;
9345;;C(C2C=C(OC)C(OC)=CC=2)(C#N)(C(C)C)CCCNCCC1C=C(OC)C(OC)=CC=1;-0.64;
9346;;N1=C(C3C=CC=CC=3)C2=C(C=CC(Cl)=C2)NC(=O)C1O;0.61;
9347;;CC1C(C)=CC=CC=1;0.366;
9348;;N1(C)C=NC2NC(=O)N(C)C(=O)C1=2;0.06;
9350;;C1(=O)C(C(C)CCC)(CC)C(=O)NC(=O)N1;0.12;
9351;;C12C3=C(C4C(N(CCC)CC(CSC)C4)C1)C=CC=C3NC=2;0.3;
9352;;C1(N3CCCCC3)(C2C=CC=CC=2)CCCCC1;0.68;
9353;;C1=CC=CC(NC(=O)OC4=CC3=C(C=C4)N(C)C2C3(C)CCN2C)=C1;1.0;
9355;;C1(=O)C(C3=CC=CC=C3)(C2=CC=CC=C2)NC(=O)N1;-0.04;
9356;;C12(C)C(N(C)C3=C1C=C(OC(=O)NC)C=C3)N(C)CC2;0.079;
9357;;C1(=O)C(CC)(C2=CC=CC=C2)C(=O)NCN1;-0.07;
9358;;N1(CCCN(C)C)C2=C(SC3=C1C=CC=C3)C=CC=C2;1.23;
9362;;C12=C(C=CC=C1OCC(O)CNC(C)C)C=CC=C2;0.64;
9363;;CC1C=CC(C)=CC=1;0.314;
9364;;OC(C3N4CCC(H)(C(C=C)C4)C3)C1=C2C=C(OC)C=CC2=NC=C1;-0.46;
9366;;C52N(CCCC5)C(=O)C(CCN1CCC(C3=NOC4=C3C=CC(F)=C4)CC1)=C(C)N=2;-0.02;
9367;;C(=O)(O)C1C(O)=CC=CC=1;-1.1;
9369;;C3=CC=CC=C3C(CC)NC(=O)C1=C(C)C(C4C=CC=CC=4)=NC2C1=CC=CC=2;0.3;
9371;;C1C=CC2=C(C=1CCN(CCC)CCC)CC(=O)N2;-0.3;
9372;;C1C=C(O)C2=C(C=1CCN(CCC)CCC)CC(=O)N2;-0.06;
9373;;N1(CCC3N(C)CCCC3)C4C=C(S(=O)(=O)C)C=CC=4SC2=C1C=CC=C2;0.18;
9374;;S(F)(F)(F)(F)(F)F;0.36;
9376;;C(F)(F)(F)C(F)Br;0.27;
9378;;C(=O)(OC(C)(C)C)CCCC1C=CC(N(CCCl)CCCl)=CC=1;1.0;
9382;;C1(C2CCN(C(=S)NC3CCCCC3)CC2)=CNC=N1;-0.16;
9383;;N1(CCC4N(C)CCCC4)C2=C(SC3=C1C=CC=C3)C=CC(SC)=C2;0.24;
9384;;C12=C(CC(C)C3C4C(C)(C(O)(C#C)CC4)CCC13)CC(=O)CC2;0.4;
9386;;C1(C)C=CC=CC=1;0.37;
9387;;N12C3=C(C(C4=C(Cl)C=CC=C4)=NCC1=NN=C2C)C=C(Cl)C=C3;0.74;
9388;;C(Cl)(Cl)=CCl;0.34;
9390;;C3=CC=C2C(=C3)N(CCCN4CCN(C)CC4)C1=C(S2)C=CC(C(F)(F)F)=C1;1.44;
9392;;C1(OC)=C(OC)C=CC(C(CCCN(C)CCC2=CC=C(OC)C(OC)=C2)(C(C)C)C#N)=C1;-0.7;
9394;;C1=CC=CC(CCNC)=N1;-0.42;
9395;;C1=NC(CCN(C)C)=CC=C1;-0.06;
9396;;C1(CCN)=NC=CS1;-0.42;
9397;;C1=C(C2=CSC(CCN)=N2)C=CC=C1;-0.43;
9398;;C1C=CN2C(C=1)=NC(CCN)=C2;0.25;
9399;;N1(C2OC(CO)C(N=N=N)C2)C(=O)NC(=O)C(C)=C1;-0.72;
9400;;S1C(NCCCOC4C=C(CN3CCCCC3)C=CC=4)=NC2C1=CC=CC=2;0.14;
9401;;N1N=C(CO)N2C3C(C(C4C=CC=CC=4)=NCC=12)=CC(Cl)=CC=3;-1.27;
9403;;c1c(c(ncc1)CCCCNc1nc(c(c[nH]1)Cc1ccc(nc1)C)=O)OC;-2.0;
9404;;O=C1C(CC3=CC4=C(C=CC=C4)C=C3)=CNC(NCCSCC2=CC=C(CN(C)C)O2)=N1;-1.3;
9405;;CN(C)Cc1ccc(CSCCNc2nc(=O)c(Cc3ccc(C)nc3)c[nH]2)o1;-1.06;
9407;;BrC1=CC=CN=C1CSCCN([H])/C(N([H])CC)=N/C#N;-2.15;
9408;;[O-][N+](C1=C(NCCSCc2c(Br)cccn2)NC=C1)=O;-0.67;
9409;;O=[N+]([O-])C(C=CN1)=C1NCCSCC2=NC=CC=C2;-0.66;
9410;;O=[N+]([O-])C(C(CC1=CC=CC=C1)=CN2)=C2NCCSCC3=NC=CC=C3;-0.12;
9415;;[O-][N+](C(C=CN1)=C1NCCSCC2=CC=C(CN(C)C)O2)=O;-1.12;
9416;;CN(C)CC1=CC=C(O1)CSCCNC2=C([N+]([O-])=O)C(CC3=CC=CC=C3)=CN2;-0.73;
9417;;CN(C)CC1=CC=C(O1)C2=CC(NC3=C(C=CN3)[N+]([O-])=O)=CC=C2;-0.27;
9418;;CN(C)CC1=CC=NC(C2=CC(NC3=C(C=CN3)[N+]([O-])=O)=CC=C2)=C1;-0.28;
9420;;O=C(C3=CC=CC=C3)[NH]CCCOC1=CC=CC(CN2CCCCC2)=C1;-0.24;
9422;;C1(NCCCOC2=CC=CC(CN3CCCCC3)=C2)=NC=CS1;0.44;
9423;;C1CN(CCC1)Cc1cccc(c1)OCCCNc1nc2c(s1)cccc2;0.14;
9424;;C(NCCCOC2=CC(CN4CCCCC4)=CC=C2)3=NC1=C(O3)C=CC=C1;0.22;
9425;;N1(c2c(cccc2)C=Cc2c1cccc2)C(N)=O;-0.14;
9428;;OC(C)(C)c1nc(C4=C3CN(C)C(c2c(Cl)cccc2N3C=N4)=O)no1;-1.34;
9429;;O=C3C1=C(N2C=NC(C4=NOC(C(C)(O)CO)=N4)=C2CN3C)C=CC=C1Cl;-1.82;
9430;;C1(\c2c(CCc3c1cccc3)cccc2)=C\CCN(C)C;0.886;
9432;;c12N(c3c(cccc3)Sc1ccc(c2)C(F)(F)F)CCCN1CCN(C)CC1;1.44;
9435;;ClC1=CC=C(C(N4N=CN=C4)C2=CC3=C(N=NN3C)C=C2)C=C1;-0.16;
9438;;NC1=NC(N([C@@H]2CC[C@@H](CO)O2)C=C1)=O;-1.5;
9439;;FCCCN1C=CN=C1[N+]([O-])=O;-0.24;
9440;;FCCCCCCCCN1C([N+]([O-])=O)=NC=C1;-0.17;
9445;;CC1=CC=C(C)C(C)=C1;0.16;
9446;;C1C(C)C(C)CC(C)C1 ;1.02;
9451;;BrCCC;0.27;
9453;;FC(F)(F)CCl;0.08;
9456;;IC1=CC=C(N2CCN(CC2)CCCCCC)C=C1;1.01;
9458;;IC1=CC=C(N2CCN(CC(C)C)CC2)C=C1;1.38;
9459;;CCCCCCCC=C ;0.86;
9461;;CCCCCO ;0.203;
9463;;c1(NC=2NCCN2)c(cccc1Cl)Cl;0.11;
9464;;C(COC=C)(F)(F)F;0.13;
9465;;CC(CC)(C)C;1.04;
9467;;CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4Cl ;0.57;
9468;;NC1=NC(N([C@@H]2CC(CO)C(CO)O2)C=C1)=O;-0.79;
9470;;c1(ccccc1)C;0.37;
9471;;OC1=CC=C2C(CCC3=C(C=CC=C3)N2CCCNC)=C1;0.53;
9480;;CC(NCC(COC1=CC(C)=CC=C1)O)C;0.28;
9484;;CCC(CC)C;1.01;
9485;;CNC(NCCSCC1=CSC(=N1)N=C(N)N)=NC#N;-0.82;
9486;;CCCN(CCC(C=CC=C1N2)=C1CC2=O)CCC;0.25;
9487;;CCCN(CCC(C=CC(O)=C1N2)=C1CC2=O)CCC;-0.43;
9488;;FC(F)(F)CCC(Br)Cl;0.35;
9489;;FC(F)(C1=CC=C(Cl)C=C1)F;0.17;
9490;;FC1=C(C)N(C)N(C2=CC=CC=C2)C1=O;-0.05;
9492;;c12c(C(c3c(cccc3)F)=N[C@@H](c3n1c(nc3)C)O)cc(Cl)cc2;-0.03;
9493;;IC3=C(C=C(C=C3)CN2CCCCC2)CN1CCCCC1;0.98;
9494;;CC2=C(C(N(N2C)C1=CC=CC=C1)=O)I;-0.1;
9495;;IC1=C(C=C(C=C1)NC(CC)C)NC(CC)C;0.64;
9497;;O=C1C(CC)(C(NC(N1)=O)=O)CCCCCCC;0.017;
9498;;O=C1C(CC)(C(NC(N1)=O)=O)CCCCCC;0.364;
9499;;O=C1C(CC)(C(NC(N1)=O)=O)C;-0.222;
9500;;O=C1C(CC)(C(NC(N1)=O)=O)CCCCCCCC;0.241;
9501;;O=C1C(CC)(C(NC(N1)=O)=O)CCCCC;0.086;
9502;;O=C1C(CC)(C(NC(N1)=O)=O)CCC;0.086;
9503;;COC(CNCC2)C2NC(C1=C(OC)C=C(N)C(Cl)=C1)=O;-0.22;
9506;;CC(C)NCC(O)COC1=CC=C(NC(CCC)=O)C=C1C(C)=O;-0.15;
9507;;c1c(NC(C)=O)ccc(O)c1;-0.31;
9509;;c1(c(cccc1)OC(C)=O)C(O)=O;-0.5;
9512;;CC1N(C3=C(C)C(C)=NC(NC4=CC=C(F)C=C4)=N3)CCC2=CC=CC=C12;-0.26;
9515;;O=C(N(CC)N=N3)N3CCN1CCC(N(C(CC)=O)C2=CC=CC=C2)(COC)CC1;-0.82;
9516;;O=C(NC([C@@](CC=C)1CC=C)=O)NC1=O;-0.22;
9517;;C12=CC=CC=C1OC(CNCCCNC3=NCCCN3)CC2;-0.01;
9518;;CC2=CN(C([NH]C2=O)=O)C1CC(C(O1)CO)F;-0.59;
9519;;[O-]/[N+](C(C)(C)C)=C/C1=CC=[N+]([O-])C=C1;-0.38;
9520;;c12c(C(c3ccccc3)=NCc3n1c(nn3)C)cc(Cl)cc2;0.044;
9521;;C=CCC1=CC=CC=C1OCC(O)CNC(C)C;-0.23;
9522;;CN(C2=C(N(N(C2=O)C1=CC=CC=C1)C)C)C;0.0;
9524;;C1(C(NC(=O)NC1=O)=O)(CCC(C)C)CC;0.04;
9526;;NC1=CC=C(S(N(CC(C)C)C[C@@H](O)[C@@H](NC(O[C@@H]3CCOC3)=O)CC2=CC=CC=C2)(=O)=O)C=C1;-0.56;
9528;;O=C(C=C(N2C)C)N2C1=CC=CC=C1;-0.097;
9529;;O=C(CC3)C[C@@]3([H])C(N2[H])=NC1=C2C(N(CCC)C(N1CCC)=O)=O;-1.4;
9530;;CN(C)C(CC1=C(C3=CC=C(C)C=C3)NC2N1C=C(C)C=C2)=O;-0.54;
9531;;CC(NCC(COC1=CC=C(C=C1)CC(N)=O)O)C;-0.699;
9533;;C1C(CCN(C1)C(NC1CCCCC1)=S)c1c[nH]cn1;-0.16;
9535;;CC(C)(C)C#C/C=C/CN(C)CC2=CC=CC1=CC=CC=C12;0.08;
9536;;OC(C1=CC=CC=C1)(C2CCN(CCCC(O)([H])C3=CC=C(C(C)(C)C)C=C3)CC2)C4=CC=CC=C4;0.64;
9539;;Cl/C(Cl)=C(Cl)\Cl;0.37;
9541;;c12c(n(c(=O)n(c1=O)C)C)nc[nH]2;-0.29;
9543;;O=[N+]([O-])C1=C(NC=C1)NC2=CC(C3=CC=C(O3)N(C)C)=CC=C2;-0.27;
9545;;CN1CCCCC1CCN3C2=C(SC4=CC=C(S(C)(=O)=O)C=C34)C=CC=C2;0.18;
9547;;NC2=C3C(CCCC3)=NC1=CC=CC=C12;1.16;
9548;;CNCCCC2(C(C=CC=C3)=C3C(C)(C)S2)C1=CC=CC=C1;0.22;
9550;;CC(C1=CC=CC=C1)(C)C;0.43;
9553;;c1c(c(ncc1Br)CCCCNc1nc(c(c[nH]1)Cc1ccc(nc1)C)=O)C;-1.88;
9554;;O=C(NCCCl)N(CCCl)N=O;-0.52;
9555;;CN4CC3C1=CC=CC(C)=C1OC2=CC=CC=C2C(CC4)3O;0.82;
9557;;FC1=CC=C(C(CCCN2CCC3(N(C4=CC=CC=C4)CNC3=O)CC2)=O)C=C1;0.26;
9559;;CCN3CN(C4=CC=C(Br)C=C4)C2(C3=O)CCN(CC2)CCCC(C1=CC=C(C=C1)F)=O;-0.43;
9560;;CNCCC1=NC=CC=C1;-0.42;
9561;;CC(C)NCC(O)COC1=CC=C(CCOCC2CC2)C=C1;0.39;
9562;;OC(C1C2CC(C1)C=C2)(CCN3CCCCC3)C4=CC=CC=C4;0.845;
9564;;CC(C)NCC(O)C1=CC=C(NS(C)(=O)=O)C=C1;-0.28;
9567;;c12n(c3c(c(ccc3)Br)C(N3[C@H]1CCC3)=O)cnc2C(OC(C)(C)C)=O;-0.09;
9568;;OC[C@@H](O)COP(OCC[N+](C)(C)C)([O-])=O;-10.99;
9570;;c1(C2(CCN(CCCC(c3ccc(F)cc3)=O)CC2)O)ccc(Br)cc1;1.38;
9571;;BrC1=CC=C(N4C3(C(NC4)=O)CCN(CC3)CCCC(C2=CC=C(C=C2)F)=O)C=C1;0.07;
9572;;CC(C)(C)NC(C)C(C1=CC(Cl)=CC=C1)=O;1.4;
9575;;CCCC(C4=CC2=C(C=C4)SC1=CC=CC=C1N2CCCN3CCN(C)CC3)=O;0.83;
9576;;CCCCOC(C1=CC=C(C=C1)N)=O;0.42;
9577;;CCCCOC(C)=O ;0.277;
9578;;c12c(n(c(=O)n(c1=O)C)C)ncn2C;-0.055;
9581;;C(C(F)(F)F)(C(F)(F)F)OCF;0.3;
9582;;[O-]C(C[C@@H](O)C[N+](C)(C)C)=O;-11.64;
9585;;ClC1=CC=C(C(N3CCN(CCOCC(O)=O)CC3)C2=CC=CC=C2)C=C1;-1.3;
9586;;c1(N(CCCl)CCCl)ccc(CCCC(O)=O)cc1;-1.7;
9588;;N1(c2c(Sc3c1cccc3)ccc(c2)Cl)CCCN(C)C;1.06;
9589;;c1(c([nH]cn1)C)CSCCN\C(=[NH]\C#N)NC;-1.42;
9590;;O=C(CC[N@+]3(C)[C@H](CC5=CC(OC)=C(OC)C=C5)C(C=C(OC)C(OC)=C4)=C4CC3)OCCCCCOC(CC[N@+]2(C)[C@H](CC6=CC(OC)=C(OC)C=C6)C1=CC(OC)=C(OC)C=C1CC2)=O;-24.33;
9592;;CN[C@@H]1C2=C(C=CC=C2)[C@H]([C@]3=CC(Cl)=C(Cl)C=C3)CC1;1.6;
9594;;OC1C4C2(CCN5C)C(C5CC3=C2C(O4)=C(OC)C=C3)C=C1;0.55;
9596;;O=C(C(CC)1C2=CCCCC2)NC(NC1=O)=O;-0.301;
9599;;O=C1N2C(C3CNCC(C3)C2)=CC=C1;-1.09;
9600;;OC1=CC=C(C3=COC2=C(C3=O)C=CC(O)=C2)C=C1;-0.15;
9601;;NC(C(C2=CC=CC=C2)(C3CN(CCC4=CC(CCO5)=C5C=C4)CC3)C1=CC=CC=C1)=O;-0.62;
9602;;CCCCCCCCCC ;0.665;
9604;;N1(c2c(CCc3c1cccc3)cccc2)CCCNC;1.2;
9607;;C=1(c2c(NC(CN1)=O)ccc(c2)Cl)c1ccccc1;0.5;
9609;;C=1(c2c(N(C)C(CN1)=O)ccc(c2)Cl)c1ccccc1;0.275;
9610;;O=C1NC(C=NN1C2=CC(Cl)=C(C(C#N)C3=CC=C(Cl)C=C3)C(Cl)=C2)=O;-1.3;
9613;;O=C(C([C@H](C)CCC)1CC=C)NC(NC1=O)=O;0.2;
9614;;O(C(c1ccccc1)c1ccccc1)CCN(C)C;1.26;
9616;;CC24C1=CC=CC=C1C(N4)CC3=C2C=CC=C3;1.11;
9617;;n1(c2c(cc(Cl)cc2)[nH]c1=O)C1CCN(CCCn2c3c(cccc3)[nH]c2=O)CC1;-0.78;
9618;;COC1=C(OC)C=C(CC(CC3CCN(CC4=CC=CC=C4)CC3)C2=O)C2=C1;0.89;
9619;;COC1=C(OC)C=C(CC[N+](CCCOC(CCC(OCCC[N+]4(C)C(CC6=CC(OC)=C(OC)C(OC)=C6)C(C(OC)=C(OC)C(OC)=C5)=C5CC4)=O)=O)(C)C2CC3=CC(OC)=C(OC)C(OC)=C3)C2=C1OC;-22.25;
9620;;CN(C)CCO[C@@](C)(c1ccccc1)c1ccccn1;0.64;
9623;;CCOC1=CC=CC=C1C(N)=O;-0.046;
9624;;CCOC(C1=CC=C(N)C=C1)=O;0.27;
9625;;CCOC(C)=O ;0.003;
9626;;CC(OCC)(C)C;0.22;
9628;;[H]\C([H])=C([H])/[H];0.305;
9629;;C1CO1 ;0.01;
9631;;CCC(N(C3=CC=CC=C3)C1CCN(CCC2=CC=CC=C2)CC1)=O;0.578;
9632;;CC(C(O)=O)(C)C1=CC=C(C(O)CCCN2CCC(C(C4=CC=CC=C4)(O)C3=CC=CC=C3)CC2)C=C1;-0.98;
9634;;FC1=C(C(O)(CN3C=NC=N3)CN2C=NC=N2)C=CC(F)=C1;-0.22;
9635;;n12c3c(C(=O)N(Cc1c(C(OCC)=O)nc2)C)cc(F)cc3;-0.29;
9637;;CCOC(C1=C(CN(C(C3=C2C=CC(F)=C3)=O)CCF)N2C=N1)=O;-0.14;
9639;;CNCCC(C2=CC=CC=C2)OC1=CC=C(C(F)(F)F)C=C1;0.36;
9640;;c12N(c3c(cccc3)Sc1ccc(c2)C(F)(F)F)CCCN1CCN(CCO)CC1;1.51;
9641;;CN1C2C3C(O3)C1CC(OC([C@@H](CO)C4=CC=CC=C4)=O)C2;0.23;
9643;;COC1=C3C(C2C(CN(C)C4)=CC(O)CC2O3)=C4C=C1;0.2;
9646;;c1(C2(CCN(CCCC(c3ccc(F)cc3)=O)CC2)O)ccc(Cl)cc1;1.34;
9648;;OC(CC)(CC(N)=O)C1=CC=CC=C1;0.04;
9652;;OCCOCCN1CCN(C(C3=CC=C(C=C3)Cl)C2=CC=CC=C2)CC1;0.39;
9654;;I/C=C/CN1CCC(COC2=CC=C(C#N)C=C2)CC1;1.134;
9658;;N1(c2c(CCc3c1cccc3)cccc2)CCCN(C)C;0.83;
9659;;CC(C)(NC(C1CN(CC5=CN=CC=C5)CCN1CC(CC(C(NC3C(CC4=CC=CC=C34)O)=O)CC2=CC=CC=C2)O)=O)C;-0.745;
9663;;CC(OCCC(C)C)=O;0.554;
9664;;CC(C)OC(C)=O;0.399;
9665;;CC(N(CC2)CCN2C1=CC=C(OCC3CO[C@@](CN4C=CN=C4)([C@]5=CC=C(Cl)C=C5Cl)O3)C=C1)=O;-0.63;
9666;;OCC(C(C1)N=[N+]=N)OC1N2C(NC(C(C)=C2)=O)=O;-0.72;
9668;;NC1=NC(N)=C(C2=C(Cl)C(Cl)=CC=C2)N=N1;0.48;
9669;;N#CC2(CCC(N3CC(C)C(C4=CC=CC=C4)(C(O)=O)CC3)CC2)C1=CC=C(F)C=C1;-0.7;
9672;;ClC1=CC(C(N3C=CN=C3)C2=CC4=C(NC=N4)C=C2)=CC=C1;-1.0;
9673;;CCN(CC(NC1=C(C=CC=C1C)C)=O)CC;0.34;
9674;;CN(C1CCN(CC1)CC(O)COc1ccc(cc1)F)c1sc2ccccc2n1;0.78;
9677;;CN(C)C(C(C2=CC=CC=C2)(CCN3CCC(O)(C4=CC=C(Cl)C=C4)CC3)C1=CC=CC=C1)=O;0.77;
9678;;OC3N=C(C2=CC(Cl)=CC=C2NC3=O)C1=CC=CC=C1Cl;0.44;
9679;;Clc1ccc(c(c1)Cl)/C(/Cl)=C/n1cncn1;0.28;
9680;;OC(COC4=CC(F)=C(F)C=C4)CN(CC3)CCC3N(C)C2=NC1=C(S2)C=CC=C1;0.59;
9681;;C=CC[N+]6(CCCC6)C4C[C@@]3(C)[C@]2(C)CC[C@@]1(C)C[C@H](O)[C@@H](N5CCOCC5)C[C@@](C)1[C@](C)2CC[C@@](C)3[C@H]4OC(C)=O;-9.62;
9682;;COC1=C(OC2CCCC2)C=C(C3CNC(C3)=O)C=C1;0.61;
9685;;OC(C2=CC(C(F)(F)F)=NC3=C2C=CC=C3C(F)(F)F)C1CCCCN1;0.63;
9688;;CNC(CC1=CC=CC=C1)C;0.9;
9689;;[H]C([H])([H])[H];0.04;
9690;;OC([H])([H])[H];0.02;
9693;;C(C(Cl)Cl)(OC)(F)F;0.119;
9694;;COC(C)=O ;-0.134;
9695;;CC(OC)(C)C;0.36;
9696;;O=C2N(C)CC1=C(C(OC(C)(C)C)=O)N=CN1C3=C2SC=C3;-0.25;
9697;;CC1CCCCC1 ;0.96;
9698;;C1(CCCC1)C;0.93;
9699;;CC(C)NCC(O)COC1=CC=C(CCOC)C=C1;1.15;
9701;;c12c(C(c3c(cccc3)F)=NCc3n1c(nc3)C)cc(Cl)cc2;0.36;
9703;;CN1CCN3C(C2=CC=CC=C2CC4=CC=CN=C34)C1;0.53;
9704;;O=C(N([C@@](C)([H])CC)N=C5)N5C(C=C3)=CC=C3N1CCN(C2=CC=C(OC[C@@]4([H])O[C@@](C6=CC=C(Cl)C=C6)(CSC7=NN=CN7C)OC4)C=C2)CC1;-0.7;
9705;;COC1=C(OC)C(OC)=CC(C[C@H]3[N+](CCCOC(CC/C=C/CCC(OCCC[N+]4(C)[C@H](CC6=CC(OC)=C(OC)C(OC)=C6)C(C=C(OC)C(OC)=C5)=C5CC4)=O)=O)(C)CCC2=CC(OC)=C(OC)C=C23)=C1;-21.62;
9706;;CCN(C)C(OC1=CC([C@H](C)N(C)C)=CC=C1)=O;0.88;
9708;;CN3CN(C4=CC=CC=C4)C2(C3=O)CCN(CC2)CCCC(C1=CC=C(C=C1)F)=O;0.46;
9709;;c1c(cccc1C)C;0.22;
9710;;C\C(C)=C/CN2CC1=CC(Cl)=CC3=C1N(C(N3)=S)CC2C;0.28;
9711;;O=[N+]([O-])/C=C(NC)/NCCSCc1ccc(CN(C)C)o1;-1.23;
9712;;C=CC[N+]5(CCCCC5)C4C[C@@]3(C)[C@]2(C)CC[C@@]1(C)C[C@H](OC(C)=O)[C@@H](N6CCCCC6)C[C@@](C)1[C@](C)2CC[C@@](C)3[C@H]4OC(CC)=O;-9.3;
