Number,Name,logBB
898,CCOC(=O)ON1C(=O)CCC1=O,1.06
899,CNC[C@]1(c2ccccc2)C[C@@H]2CC[C@H](C1)N2C(c1ccccc1Cl)c1ccccc1Cl,1.05
900,CCN(C)C(=O)Oc1ccc2CC[C@@H](NCC#C)c2c1.CCN(C)C(=O)Oc3ccc4CC[C@@H](NCC#C)c4c3.O[C@H]([C@@H](O)C(O)=O)C(O)=O,1.05
901,CCN(CC)CCC1(c2ccccc2)CCC(=O)NC1=O,1.04
902,C[C@H](Cc1nc2c(cnn2-c2ccccc2Cl)c(=O)[nH]1)C(F)(F)F,1.04
903,C[C@@H](Nc1nc(N[C@H](C)C(F)(F)F)nc(-c2cccc(Cl)n2)n1)C(F)(F)F,1.04
904,C[C@]12CCCN1CC1=NNC(=O)c3cc(F)cc4[nH]c2c1c34,1.01
905,CS(=O)(=O)c1ccc(C(=O)Nc2ccc(Cl)c(-c3ccccn3)c2)c(Cl)c1,1.01
906,N[C@@H](Cc1ccc(F)cc1)C(=O)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)CNC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H]4CC(O)CN4.OC(=O)C(F)(F)F.OC(=O)C(F)(F)F,1.01
907,CC(C)CCN1c2nc(Nc3cc(F)c(O)c(F)c3)ncc2N(C)C(=O)C1C,1.0
908,CN(Cc1nc2ccccc2n1C)S(=O)(=O)c1ccc(F)cc1,1.0
909,CC(=C)[C@@H]1CC[C@@]2(CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]34C)[C@@H]12)C(O)=O,1.0
910,C[C@@H](NC(=O)[C@H](CC(=O)N1CCC(N2CCCCC2)CC1)N1C(=O)[C@@H](N2C(=O)OC[C@@H]2c2ccccc2)[C@H]1/C=C/c1ccccc1)c1ccccc1,1.0
911,Cc1ccnc2N(C3CC3)c4ncccc4C(=O)Nc12,1.0
912,CC(C)Nc1cccnc1N2CCN(CC2)C(=O)c3[nH]c4ccc(N[S](C)(=O)=O)cc4c3.C[S](O)(=O)=O,0.99
913,FC(F)(F)[C@]1(OC(=O)Nc2ccc(Cl)cc12)C#CC3CC3,0.98
914,COc1c(N2CCNC(C)C2)c(F)cc3C(=O)C(=CN(C4CC4)c13)C(O)=O,0.98
915,CC(C(O)=O)c1ccc(c(F)c1)c2ccccc2,0.98
916,CCn1ncc2c(NC3CCOCC3)c(-c3nnc(Cc4sc(C)nc4C)o3)cnc21,0.98
917,C[C@H]1CN(C(=O)[C@@H]2CN(C(C)(C)C)C[C@H]2c2ccc(F)cc2F)C[C@@H](C)[C@]1(O)c1ccccc1,0.98
918,Fc1ccc(-c2c3cccc(C(F)(F)F)c3nn2Cc2ccc(F)cc2Cl)cc1,0.98
919,CN1C[C@H]2[C@@H](C1)[C@@H]2CN(Cc1ccc(F)c(Cl)c1)C(=O)c1cn(C)cn1,-0.3
920,C[C@H]1COCCN1c1nc(-c2cnc(N)nc2C(F)F)cc(N2CCOCC2)n1,-0.2
921,O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1ccc(-c3ccc(OC(F)(F)F)cc3)nc1)C2,-0.4
922,COc1cc(F)c(-c2c(C)nn3c(C(F)(F)F)cc(C)nc23)c(F)c1,-0.4
923,CC(C)(C)C(=O)NCCCC(O)=O,-0.4
924,CC(F)(F)CNc1ccc2ccc(C(=O)N3CCC4(CC3)Cc3cn(C(C)(C)C)nc3C(=O)N4)cc2n1,-0.4
925,Oc1ccc(F)cc1/C=N/C1CCCC1,-0.35
926,COc1ccc(-n2c(=O)c(CCC(=O)NCCc3ccccc3F)nc3ccccc32)cc1,-0.1
927,NC(=O)c1cccc(c1)c2cccc(OC(=O)NC3CCCCC3)c2,-0.25
928,COc1ccc(-c2[nH]c(-c3ccc(Cl)cc3)nc2SCC(=O)NCC2CCCO2)cc1,-0.32
929,C[C@@H]1CN(c2ccc(F)nc2)C(=O)c2cc(COc3ccc(Cl)cn3)nn21,-0.34
930,C[C@@H](c1nnc(-c2ccccc2F)s1)N1CCC(c2c[nH]c3ccccc23)CC1,-0.2
931,CN1CCN(c2ccc(/C=C3/SC(Nc4ccc(Oc5ccccc5)cc4)=NC3=O)cc2)CC1,0.92
932,Cc1cc(C)nc(N2CC3CN(C(=O)c4c(F)cccc4-n4nccn4)CC3C2)n1,0.92
933,CN1Cc2cc(Cl)ccc2-n2c(nnc2[C@H]2CC[C@H](Oc3ccccn3)CC2)C1,0.92
934,C[C@@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)C=CSC(N)=N1,0.9
935,C[C@H]1OC[C@]2(c3cc(NC(=O)c4cnc(C(F)F)cn4)ccc3F)N=C(N)SC[C@H]12,0.9
936,N[C@@H](CCS(=O)(=O)O)CSSC[C@@H](N)CCS(=O)(=O)O,0.89
937,C=CC(=O)Nc1cc(Nc2nccc(-n3cc(CN(C)C)c(-c4ccccc4)n3)n2)c(OC)cc1N1CCOCC1,-0.19
938,CC1(C)CC=C(c2nc(C3CC(C)(C)OC(C)(C)C3)ccc2NC(=O)c2nc(C#N)c[nH]2)CC1,0.88
939,CCCCc1nc(C)c(CC(=O)OCC)c(=O)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,0.88
940,C=CC(=O)N1CCC[C@@H](n2c(=O)n(-c3ccc(Oc4ccccc4)cc3)c3c(N)nccc32)C1,0.88
941,N#Cc1ccc(COCC2OC(n3c(NCc4ccc(Cl)c(Cl)c4)nc4c(N)ncnc43)C(O)C2O)cc1,0.87
942,CC(C)n1c(=O)n(C)c2cnc3cc(F)c(-c4ccc(OCCCN5CCCCC5)nc4)cc3c21,-0.45
943,CCOc1cc(C(C)(C)C)ccc1C1=N[C@@](C)(c2ccc(Cl)cc2)[C@@](C)(c2ccc(Cl)cc2)N1C(=O)N1CCN(CCCS(C)(=O)=O)CC1,-0.45
944,COc1ccc(N2CCN(C(=O)c3cn(Cc4ccccc4)nc3-c3cccnc3)CC2)cc1,-0.45
945,N=C(N)NC[C@H]1CC[C@H](C(=O)Oc2ccccc2C(=O)OCc2ccccc2)CC1,-0.35
946,Nc1cccc2C(=O)N(C3CCC(=O)NC3=O)C(=O)c12,-0.35
947,CCCCNc1nc(SC)nc2c1cnn2CC(Cl)c1ccccc1,-0.35
948,CC(=O)Nc1cccc(-n2c(=O)n(C3CC3)c(=O)c3c(Nc4ccc(I)cc4F)n(C)c(=O)c(C)c32)c1,-0.35
949,CN(C)CCCOc1ccc(CN(C)CCCNC(=O)c2ccc(Cl)c(Cl)c2)cc1,0.24
950,Cn1c(CCCC(=O)O)nc2cc(N(CCCl)CCCl)ccc21,-0.24
951,CCN(C)C(=O)Oc1cccc(c1)[C@H](C)N(C)C.O[C@@H]([C@H](O)C(O)=O)C(O)=O,-0.45
952,CC1=C(CCN2CCC(CC2)c3noc4cc(F)ccc34)C(=O)N5CCCCC5=N1,-0.32
953,COc1cnc(-c2ccccn2)nc1NCc1ccc(F)cc1F,-0.27
954,CCc1c2c(nc3ccccc13)-c1cc3c(c(=O)n1C2)COC(=O)CC3(O)CC,-0.32
955,OCC(O)C1OC(=O)C(=O)C1=O,-0.21
956,Cc1ccc(N2CCN(C(=O)[C@@H](Cc3ccc(Cl)cc3Cl)N3CCCC3=O)CC2)c([C@H](CC(C)C)NC(=O)[C@@H](C)N)c1,-0.21
957,CCCCCCCCc1ccc(CCC(N)(CO)CO)cc1,-0.45
958,CCC(=NNC(=O)c1ccc2c(c1)nc(C)n2CC)c1cc(F)ccc1O,-0.17
959,Nc1c(Cl)cc(C2=NCCn3nc4cc(C(F)(F)F)ccc4c32)cc1Cl,-0.4
960,CCOC(=O)C1=CCCC[C@H]1S(=O)(=O)Nc1ccc(F)cc1Cl,-0.2
961,CCC(=O)Nc1cc(O)nc2ncnn12,-0.3
962,N#Cc1ccc2c(c1)CCN(CCC1CCC(NC(=O)/C=C/c3cccc4cc[nH]c34)CC1)CC2,-0.2
963,CCCc1nnnn1-c1ccc(OC)c(CN[C@H]2CCCN[C@H]2c2ccccc2)c1,-0.17
964,c1cc(F)ccc1Cn(c(c23)cccc2)c(n3)[C@@H]4CCCN(C)C4,0.43
965,CC1CCN(CC1)C(=O)c(c2)ccc3n(CC=C)c(c4c23)CCN(C4)CC5CC5,-0.13
966,ClCCCl,-0.14
967,c1cccc(c1C23C)C(N3)Cc4c2cccc4,1.11
968,OCCCC,-0.02
969,CC(C)(C)NC(C)C(=O)c1cc(Cl)ccc1,1.4
970,OCC,-0.16
971,CN1CCCC1c2cccnc2,0.31
972,NC(=O)N,-0.14
973,CNC(C)Cc1ccccc1,0.924999995
974,c1cccc(c12)cc(C(=O)N(C)C(C)CC)nc2-c3c(Cl)cccc3,0.47999999
975,O=C(O)COc1c(Cl)cc(Cl)cc1,0.15000001
976,c1ccccc1C2(C(=O)NC(=O)N2)c3ccccc3,-0.075000001
977,c1cccc(c12)nc3c(c2N)CCCC3,-0.12
978,CCCC(=O)Nc(c1)ccc(c1C(=O)C)OCC(O)CNC(C)C,-0.15000001
979,n1nc(C)n(c12)c3c(cc(Cl)cc3)C(=NC2)c4ccccc4,0.03
980,CN(C)CCC=C1c(cccc2)c2CCc(c13)cccc3,0.89499999
981,CC(C)CCC1(CC)C(=O)NC(=O)NC1=O,0.075
982,Cc1cc(=O)n(n1C)-c2ccccc2,-0.105
983,CC(C)NCC(O)COc(cc1)ccc1CCOCC2CC2,0.38999999
984,C12C=CC(C2)CC1C(O)(c3ccccc3)CCN4CCCCC4,0.85000002
985,c1cc(F)ccc1C(=O)CCCN(CC2)CCC2(O)c3ccc(Br)cc3,1.38
986,c1cccc(c1C#N)OCC(O)CNC(C)(C)C,0.38
987,C1CCCC12CC(=O)N(C(=O)C2)CCCCN3CCN(CC3)c4ncccn4,0.49000001
988,CCCCOC(=O)c1ccc(N)cc1,0.41999999
989,Cn1cnc(c12)n(C)c(=O)n(C)c2=O,-0.05
990,c1cccc(c12)N(C(=O)N)c3c(C=C2)cccc3,-0.09
991,CN(C)CCCN1c(cccc2)c2Sc(c13)ccc(Cl)c3,1.04
992,c1c(Cl)ccc(c12)N(C)C(=O)CC(=O)N2c3ccccc3,0.355000005
993,N1CCNC1=Nc2c(Cl)cccc2Cl,0.12
994,CNCCCN(c(c12)cccc1)c3c(CC2)cccc3,1.14
995,c1c(Cl)ccc(c12)NC(=O)CN=C2c3ccccc3,0.51999998
996,c1c(Cl)ccc(c12)N(C)C(=O)CN=C2c3ccccc3,0.375
997,c1ccccc1C(OCCN(C)C)c2ccccc2,1.26
998,COc(c1)c(OC)cc(c12)CC(C2=O)CC3CCN(CC3)Cc4ccccc4,0.88999999
999,FC(Cl)C(F)(F)OC(F)F,0.22
1000,CCOc(c1C(=O)N)cccc1,-0.048000001
1001,c1ccccc1N(C(=O)CC)C2CCN(CC2)CCc3ccccc3,0.584999985
1002,FC(F)(F)c(c1)ccc(c12)Sc3c(cccc3)N2CCCN4CCN(CC4)CCO,1.51
1003,[O-][N+](=O)c(c1)ccc(c12)N(C)C(=O)CN=C2c3c(F)cccc3,0.07
1004,FC(F)(F)c1ccc(cc1)OC(CCNC)c2ccccc2,0.72000003
1005,O=C(O)c1c(O)ccc(c1)O,0.085000002
1006,c1cc(F)ccc1C(=O)CCCN(CC2)CCC2(O)c3ccc(Cl)cc3,1.33
1007,O=C1NC(=O)N(C)C(=O)C1(C)C2=CCCCC2,0.05
1008,c1cc(Cl)ccc1C(c2ccccc2)N3CCN(CC3)CCOCCO,0.375000005
1009,O=C(O)C(C)c1ccc(cc1)CC(C)C,-0.18000001
1010,CCN(CC)CC(=O)Nc(c1C)c(C)ccc1,0.34
1011,CN(C)CCCN(c(c12)cccc1)c3c(CC2)cccc3,0.90500001
1012,FC(F)(F)C(Cl)OC(F)F,0.37
1013,c1ccc(Cl)c(Cl)c1-c2c(N)nc(N)nn2,0.384999995
1014,c1ccccc1C(C(=O)N(C)C)(c2ccccc2)CCN(CC3)CCC3(O)c4ccc(Cl)cc4,0.76999998
1015,c1c(Cl)ccc(c12)NC(=O)C(O)N=C2c3c(Cl)cccc3,0.44
1016,c1ccc(C(F)(F)F)c(c12)nc(C(F)(F)F)cc2C(O)C3CCCCN3,0.63
1017,ClC(Cl)C(F)(F)OC,0.175
1018,N1CCCCC1C(C(=O)OC)c2ccccc2,0.88
1019,CC(C)NCC(O)COc(cc1)ccc1CCOC,1.15
1020,C1CN(C)CC2N1c(cccc3)c3Cc(c24)cccc4,0.99000001
1021,C1CN(C)CC2N1c(nccc3)c3Cc(c24)cccc4,0.52999997
1022,Cc1ccnc(c12)N(C3CC3)c4c(C(=O)N2)cccn4,0.0
1023,c1c(Cl)ccc(c12)NC(=O)C(O)N=C2c3ccccc3,0.60500001
1024,Cn1cnc(c12)[nH]c(=O)n(C)c2=O,0.07
1025,CC(C)=CCN(CC1)C(C2C)Cc(c3C12C)ccc(c3)O,0.524999995
1026,CC(C)NCC(O)COc1cccc(c12)[nH]cc2,-0.14
1027,O=C1NCNC(=O)C1(CC)c2ccccc2,-0.07
1028,c1cc(N)ccc1C(=O)OCCN(CC)CC,0.050000001
1029,CN(C)CCCN1c(cccc2)c2Sc(c13)cccc3,1.155
1030,CC(C)c1c(O)c(C(C)C)ccc1,0.665
1031,CC(C)NCC(O)COc1cccc(c12)cccc2,0.739999985
1032,n1ccccc1N(CCN(C)C)Cc2ccc(cc2)OC,0.49000001
1033,C1CCCn(c12)c(=O)c(c(n2)C)CCN(CC3)CCC3c4noc(c45)cc(F)cc5,-0.21
1034,O=C1CC(CN1)c2cc(c(cc2)OC)OC3CCCC3,0.61000001
1035,CCCN(CCC)CCc1cccc(c12)NC(=O)C2,0.164999999
1036,FC(F)(F)C(C(F)(F)F)OCF,0.30000001
1037,c1cc(F)ccc1C(=O)CCCN(CC2)CCC23C(=O)NCN3c4ccccc4,0.25999999
1038,CC(C)(C)c1ccc(cc1)C(O)CCCN(CC2)CCC2C(O)(c3ccccc3)c4ccccc4,0.63999999
1039,CN1CCCCC1CCN2c(cccc3)c3Sc(c24)ccc(c4)SC,0.249999995
1040,n1nc(C)n(c12)c3c(cc(Cl)cc3)C(=NC2)c4c(Cl)cccc4,0.62000001
1041,FC(F)(F)c(c1)ccc(c12)Sc3c(cccc3)N2CCCN4CCN(C)CC4,1.4299999
1042,FC(F)(F)c(c1)ccc(c12)Sc3c(cccc3)N2CCCN(C)C,1.4400001
1043,c1ccccc1C(=O)OC(C2C(=O)OC)CC(N3C)CCC23,0.60000002
1044,n1nnn(c12)CCCCC2,-0.029999999
1045,C=CC(C12)CN(CC2)C(C1)C(O)c3ccnc(c34)ccc(c4)OC,-0.20999999
1046,CNC(=O)Oc(c1)ccc(c1C23C)N(C)C2N(C)CC3,0.079999998
1047,Cc1c(N(C)C)c(=O)n(n1C)-c2ccccc2,0.0
1048,CCCCN(C1)CC2C1Cc(c23)cc(OC)c(c3)OC,0.31
1049,ClC(Cl)(Cl)C,0.319999995
1050,CC(Br)C,0.56
1051,CC(C)(O)CC,0.07
1052,c1ccccc1C2(CCCCC2)N3CCCCC3,0.50999999
1053,CCCCC1(CC)C(=O)NC(=O)NC1=O,0.19
1054,CC(=O)CC,-0.075
1055,ClC(Cl)CCl,-0.1
1056,c1cc(O)ccc1C(C)(C)c2ccc(O)cc2,-0.12
1057,CCCOC(=O)c1ccc(N)cc1,0.55000001
1058,Cc1c(C)cccc1,0.399999995
1059,Cc1c(C)ccc(C)c1,0.16
1060,CC(C)(C)c1ccccc1,0.43000001
1061,FC(F)(F)c1ccc(Cl)cc1,0.17
1062,C=Cc1ccccc1,0.44999999
1063,CC(=O)CCC,-0.01
1064,CC(=O)OC(C)C,0.40000001
1065,Cc1cc(C)ccc1,0.25
1066,CC(=O)OCCC,0.12
1067,CC(=O)OCC(C)C,0.44999999
1068,C=CCCCCCC,0.74000001
1069,Cc1c(I)c(=O)n(n1C)-c2ccccc2,-0.1
1070,OCC(C)CC,0.039999999
1071,CC(=O)OCC,0.0
1072,CCCCCCC1(CC)C(=O)NC(=O)NC1=O,0.36000001
1073,CCC#CC(C)C1(CC=C)C(=O)N(C)C(=O)NC1=O,-0.065
1074,C1CN(C)Cc2ccc(OC)c(c2C134)OC3CC(O)C=C4,0.31999999
1075,FC(F)=CCl,-0.02
1076,CC1C(C)CCCC1,1.0700001
1077,CC(C)CCCC,0.86000001
1078,CC(C)CCCCC,0.86000001
1079,CC(=O)OCCCCC,0.40000001
1080,ClC(Cl)(Cl)CCl,0.33000001
1081,CC(C)(C)OCC,0.22
1082,CCCC(=O)c(c1)ccc(c12)Sc3c(cccc3)N2CCCN4CCN(C)CC4,0.82999998
1083,C1=CCN(CC2)C3C1(CC)C(OC(=O)C)C(O)(C(=O)OC)C4N(C)c(c5C234)cc(OC)c(c5)C(C(=O)OC)(c(c6c78)[nH]c7cccc8)CC9CC(O)(CC)CN(C9)CC6,-0.07
1084,CC(C)CCCCCCC,1.05
1085,C=CCCCCCCCC,0.95999998
1086,CC(C)NCC(O)COc(cc1C)ccc1,0.31
1087,CC(C)CCCCCC,0.98000002
1088,c1cccc(C2C(=O)N)c1C=Cc(c23)cccc3,0.0
1089,CNCCCN1c(cccc2)c2Sc(c13)cccc3,0.58999997
1090,CC(=O)OCCCC,0.28
1091,CC(=O)OCCC(C)C,0.55000001
1092,C=CCCCCCCC,0.86000001
1093,FC(F)(F)C(F)Br,0.27000001
1094,ClC(Cl)=C(Cl)Cl,0.37
1095,c12c3c4ccc1cccc2ccc3ccc4,0.23
1096,CN1CCCCC1CCN2c(cccc3)c3Sc(c24)ccc(c4)S(=O)(=O)C,0.18000001
1097,FC(F)(F)C(F)OC(F)F,0.11
1098,CSCC(C1)CN(CCC)C(C2)C1c3cccc4[nH]cc2c34,0.30000001
1099,COC(C)(C)CC,0.17
1100,CNCCCN1c(cccc2)c2Sc(c13)ccc(Cl)c3,1.375
1101,NC(=O)CC(O)(CC)c1ccccc1,0.039999999
1102,CCc(cc1)ccc1C(=O)C(C)CN2CCCC2,1.08
1103,CCCCCC1(CC)C(=O)NC(=O)NC1=O,0.090000004
1104,C1CCNc(c12)cccc2,0.66000001
1105,NCCCN1c(cccc2)c2Sc(c13)ccc(Cl)c3,0.97000003
1106,CC(C)(C)OC(=O)CCCc1ccc(cc1)N(CCCl)CCCl,1.0
1107,c1c(Cl)ccc(c12)NC(=O)CC(=O)N2c3ccccc3,0.354999995
1108,N1CCNC1=Nc2c(Cl)cc(Cl)cc2,0.16
1109,CC1C(C)CCC(C)C1,1.02
1110,c1cccc(c12)sc(n2)NCCCOc(ccc3)cc3CN4CCCCC4,0.14
1111,FCC(O)Cn1ccnc1[N+]([O-])=O,-0.01
1112,Cc1cc(=O)n(n1C)-c2ccc(F)cc2,-0.050000001
1113,CCC1(C)C(=O)NC(=O)NC1=O,-0.22
1114,c1nc(CO)n(c12)c3c(cc(Cl)cc3)C(=NC2)c4c(F)cccc4,-0.079999998
1115,C1NCCCC1CCN2c(cccc3)c3Sc(c24)ccc(c4)SC,0.754999995
1116,c1cc(F)ccc1C(=O)CCCN(CC2)CCC23C(=O)N(C)CN3c4ccccc4,0.46000001
1117,CNCCCN(c(c12)ccc(c1)O)c3c(CC2)cccc3,0.52999997
1118,CCOC(=O)c1ncn(c12)c3c(cc(F)cc3)C(=O)N(C2)CCF,-0.14
1119,c1cc(F)ccc1C(=O)CCCN(CC2)CCC23C(=O)NCN3c4ccc(Br)cc4,0.07
1120,c1cccc(c12)N(CCCN)c3c(CC2)cccc3,1.055
1121,Cc1cccc(C2CN(C)CC3)c1Oc(c4C23O)cccc4,0.81999999
1122,c1ccccc1C(CO)C(=O)OC(C2)CC(N3C)CCC23,-0.059999999
1123,c1ccccc1NC(=O)Oc(c2)ccc(c2C34C)N(C)C3N(C)CC4,1.0
1124,C1CCCNc(c12)cc(cc2)C(=O)CCC3CCN(CC3)Cc4ccccc4,1.14
1125,CCCCCCCC1(CC)C(=O)NC(=O)NC1=O,0.02
1126,CCCC1(CC)C(=O)NC(=O)NC1=O,0.090000004
1127,C#CC1(O)CCC(C12C)C3C(CC2)C4=C(CC3C)CC(=O)CC4,0.40000001
1128,Cc1c(F)c(=O)n(n1C)-c2ccccc2,-0.050000001
1129,c1ccccc1C(CC)=C(c2ccccc2)c3ccc(cc3)OCCN(C)C,0.92000002
1130,N=C(N)Nc(n1)scc1C,-0.039999999
1131,C1CCCCC1NC(=S)N(CC2)CCC2c3c[nH]cn3,-0.165
1132,N=C(N)Nc(n1)scc1-c2ccccc2,-0.18000001
1133,c1ccccc1C(CC)NC(=O)c2c(C)c(-c3ccccc3)nc(c24)cccc4,0.30000001
1134,c1cc(O)cc(c12)occ(c2=O)-c3ccc(O)cc3,-0.15000001
1135,O1C2C(O)C=CC3C(N(C)CC4)Cc5ccc(c1c5C234)OC,0.499999995
1136,c1cc(C(F)(F)F)ccc1C(=NOCCN)CCCCOC,0.79000002
1137,C1CCCC2C(N(C)CC3)Cc(c4C123)ccc(c4)O,0.0
1138,CC(C)c1cc(c(cc1)OC)CNC(C23)C(N(CC2)CC3)C(c4ccccc4)c5ccccc5,0.47999999
1139,FC(F)(F)c1c(Cl)nc(cc1)N2CCNCC2,1.64
1140,c1cc(Br)c(=O)n(c12)CC3CC2CNC3,-0.050000001
1141,C1CN(C)CCC1n(n2)c(=O)ccc2-c3c(-c4ccccc4)nn(c35)cccc5,0.059999999
1142,C=CCC(N)c1c(cccc1)-c2noc(c23)cccc3,0.0
1143,FC(F)(F)Oc(c1)ccc(OC)c1CNC(CCCN2)C2c3ccccc3,0.63
1144,FC(F)(F)Oc(c1)ccc(OC(C)C)c1CNC(CCCN2)C2c3ccccc3,0.41
1145,CC(C)c1cc(c(cc1)OC)CNC(CCCN2)C2c3ccccc3,0.92000002
1146,CN(C1)CC(C12)c3c(cccc3)Oc4c2cc(Cl)cc4,1.03
1147,FC(F)(F)c1cc(ncc1)N(CC2)CCN2CCCCN3CCCC3=O,0.16
1148,c1ccccc1C2C(CCCN2)NCc3c(OC)ccc(c3)-c4nccs4,0.36000001
1149,CC(C)(C)c1cc(c(cc1)OC(F)(F)F)CNC(CCCN2)C2c3ccccc3,0.95999998
1150,CC(C)(C)c(n1)nc(cc1C(F)(F)F)N(CC2)CCN2CCCSc([nH]3)nccc3=O,0.30000001
1151,c1ccccc1C(c2ccccc2)C(N(CC3)CC4)C(C34)NCc5c(OC)cccc5,0.37
1152,n1ccccc1NCCCOc(ccc2)cc2CN3CCCCC3,0.69
1153,COC(=O)C1C(C)CC(=CC1=O)Nc2cc(OC(F)(F)F)ccc2,-0.17
1154,FC(F)(F)Oc(c1)ccc(OC(F)F)c1CNC(CCCN2)C2c3ccccc3,0.88
1155,N1CCNC1=Nc2c(Br)cccc2Br,0.33000001
1156,FCCCCCCCCn1ccnc1[N+]([O-])=O,-0.17
1157,c1ccc(OC)cc1CC2CCN(CC2)C(CC3)CCC3(OC)c(c4)ccc(c45)OCO5,0.74000001
1158,OCCCOc(ccc1)cc1CN2CCCCC2,-0.02
1159,c1cc(O)cc(c12)sc(n2)-c3cc(I)c(N)cc3,0.18000001
1160,N1CCNC1=Nc2c(Cl)cc(Cl)cc2Cl,0.47
1161,C1CCCCN1CCn(n2)c(=O)ccc2-c3c(-c4ccccc4)nn(c35)cccc5,0.38
1162,N1CCNC1=Nc2c(Cl)ccc(Cl)c2,0.38
1163,N1CCNC1=Nc2c(F)cccc2F,-0.2
1164,N1CCNC1=Nc2c(Cl)cc(Br)cc2Cl,0.41
1165,N1CCNC1=Nc2c(Br)cc(Br)cc2Br,0.57999998
1166,C1CCCCN1Cc2c(I)ccc(c2)CN3CCCCC3,0.98000002
1167,N1CC=NC1Nc2c(Cl)cccc2Cl,0.11
1168,c1cc(F)ccc1C(=O)CCCN(CC2)CCC23C(=O)N(CCC)CN3c4ccc(Br)cc4,-0.01
1169,CCCCCCN1CCN(CC1)c2ccc(I)cc2,1.01
1170,CCCCCCCCC1(CC)C(=O)NC(=O)NC1=O,0.23999999
1171,n1ccccc1CSCCNc([nH]c2)c([N+]([O-])=O)c2Cc3ccccc3,-0.12
1172,s1ccnc1NCCCOc(ccc2)cc2CN3CCCCC3,0.44
1173,c1cccc(c12)oc(n2)NCCCOc(ccc3)cc3CN4CCCCC4,0.22
1174,Clc1cccc(c12)NC(=O)CN=C2c3ccccc3,0.5
1175,CC(C)(C)c1cc(c(cc1)OC)CNC(C23)C(N(CC2)CC3)C(c4ccccc4)c5ccccc5,0.46000001
1176,FC(F)(F)CC(Cl)Br,0.34999999
1177,c1cccc(OC)c1CNC(CCCN2)C2c3ccccc3,0.87
1178,CCc1cc(ccc1)NC(C)=Nc(ccc2)cc2CC,1.2
1179,CS(=O)(=O)c(c1)ccc(OC)c1CNC(CCCN2)C2c3ccccc3,-0.15000001
1180,FC(F)(F)c(c1)ccc(c12)Sc3c(cccc3)N2CCCN(CC4)CCC4C,1.4400001
1181,Cc1cccc(C2CNCC3)c1Oc(c4C23O)cccc4,0.51999998
1182,Cc(n1)sc(c12)cc(OC)c(c2)CNC(CCCN3)C3c4ccccc4,0.47999999
1183,c1ccccc1C2C(CCCN2)NCc3c(OC)ccc(c3)N4CCCC4=O,-0.22
1184,c1ccccc1C2C(CCCN2)NCc(c3)c(OC)cc(c34)sc(n4)-c5ccccc5,1.26
1185,c1ccccc1C2C(CCCN2)NCc3c(OC)ccc(c3)-n(n4)c(C)cc4C,0.11
1186,Cc(n1)oc(c12)cc(OC)c(c2)CNC(CCCN3)C3c4ccccc4,0.49000001
1187,c1ccccc1C2C(CCCN2)NCc(c3)c(OC)cc(c34)sc(n4)C5CC5,0.62
1188,CC(C)(C)c(n1)sc(c12)cc(OC)c(c2)CNC(CCCN3)C3c4ccccc4,0.85000002
1189,FC(F)(F)CC(F)Br,0.27000001
1190,FCOCC(O)Cn1ccnc1[N+]([O-])=O,-0.01
1191,Cc(c1)sc(c12)Nc3c(cccc3)N=C2N(CC4)CCN4C,0.77999997
1192,COc(c1)cc(c(c12)OCC2)CNC(CCCN3)C3c4ccccc4,0.38999999
1193,NCCn(nc1)c(c12)cc(Cl)c(Cl)c2,0.11
1194,CCCN(CCC)CCc(c1)ccc(c12)NC(=O)C2,0.25
1195,CC(C)(C)c1cc(c(cc1)OC)CNC(CCCN2)C2c3ccccc3,0.98000002
1196,C1NCC(C12)c3c(cccc3)Oc4c2cc(Cl)cc4,0.38999999
1197,c1ccc(=O)n(c12)CC3CC2C(Br)NC3,-0.050000001
1198,CN1CCN(CC1)C2=Nc(cc(Cl)cc3)c3Nc(c24)cccc4,1.0
1199,F\C=C\O/C=C/F,0.13
1200,CCC(C)N1CCN(CC1)c2ccc(I)cc2,1.38
1201,FC(F)(F)c1cccc(c12)Sc3c(cccc3)N2CCCN4CCN(C)CC4,1.4400001
1202,CCC(C)Nc1c(I)ccc(c1)NC(C)CC,0.63999999
1203,Cc(n1)sc(c12)cc(OC(C)C)c(c2)CNC(CCCN3)C3c4ccccc4,0.31999999
1204,FCCc1cc(N)c(cc1)Sc(c2N(C)C)cccc2,0.55000001
1205,CC(F)OC(=O)c1ncn(c12)c3c(C(=O)N(C)C2)cc(F)cc3,-0.095000002
1206,C1[C@H](N)[C@H]1c2ccc(F)cc2,0.81
1207,CCCN1CCOC2C1CCc(c23)ccc(c3)O,0.26
1208,COc1c(OC)ccc(c12)C[C@H]3c4c(CCN3C2)cc(OC)c(c4)OC,-0.07
1209,CCCCCc(cc1O)cc(c12)OC(C)(C)[C@H]3[C@H]2C=C(C)CC3,0.0
1210,c1cc(F)ccc1Cn(c(c23)cccc2)c(n3)[C@H]4CNCCS4,0.89
