,index,logBB,Ref
944,C=COCC(F)(F)F,0.13,1
945,C1=CC=C(C(=C1)C(=O)NCC(=O)O)O,-0.44,1
947,CC1CCCCC1C,1.07,1
948,CCCCCC(C)C,0.86,1
949,CCCCCOC(=O)C,0.4,1
950,C(C(Cl)(Cl)Cl)Cl,0.33,1
951,CCOC(C)(C)C,0.22,1
952,CCCC(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN4CCN(CC4)C,0.83,1
953,CCC1(CC2CC(C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O,-0.07,1
954,CCCCCCCC(C)C,1.05,1
955,CCCCCCCCC=C,0.96,1
959,CC1=CC(=CC=C1)OCC(CNC(C)C)O,0.34,1
961,CCCCCCC(C)C,0.98,1
962,C1C2CNCC1C3=CC=CC(=O)N3C2,-1.09,1
963,[Ne],0.2,1
964,[Ar],0.03,1
965,[Xe],0.07,1
966,C1CC(OC1CO)N2C=CC(=NC2=O)N,-1.18,1
967,CNCCCN1C2=CC=CC=C2SC3=CC=CC=C31,0.59,1
968,CC1C(C(CC(O1)OC2C(OC(CC2O)OC3C(OC(CC3O)OC4CCC5(C(C4)CCC6C5CC(C7(C6(CCC7C8=CC(=O)OC8)O)C)O)C)C)C)O)O,-1.23,1
969,CCCCOC(=O)C,0.28,1
970,CC(C)CCOC(=O)C,0.55,1
971,CCCCCCCC=C,0.86,1
972,C(C(F)(F)F)(F)Br,0.27,1
973,C(=C(Cl)Cl)(Cl)Cl,0.37,1
974,C1=CC2=C3C(=C1)C=CC4=CC=CC(=C43)C=C2,0.23,1
975,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O,-0.83,1
976,CN1CCCCC1CCN2C3=CC=CC=C3SC4=C2C=C(C=C4)S(=O)(=O)C,0.18,1
977,CC1=CN(C(=O)NC1=O)C2CC(C(O2)CO)F,-0.59,1
978,CON1C=C(C(=O)C2=CC3=C(C=C21)OCO3)C(=O)O,-0.92,1
979,C(C(F)(F)F)(OC(F)F)F,0.11,1
980,CCCCCCCC1(C(=O)NC(=O)NC1=O)CC,0.02,1
981,CCCC1(C(=O)NC(=O)NC1=O)CC,0.09,1
982,CCCN1CC(CC2C1CC3=CNC4=CC=CC2=C34)CSC,0.3,1
983,CN=C(NCCSCC1=CSC(=N1)N=C(N)N)NC#N,-0.82,1
984,CC1=NC=C(C=C1)CC2=CN=C(NC2=O)NCCSCC3=CC=C(O3)C(C)(C)N.Cl.Cl.Cl,-1.06,1
985,CC1=NC=C(C=C1)CC2=CN=C(NC2=O)NCCSCC3=CC=C(O3)C(C)(C)N CN1C(=NN=N1)SCC2=C(N3C(C(C3=O)(NC(=O)C4SC(=C(C(=O)N)C(=O)[O-])S4)OC)SC2)C(=O)[O-,-1.06,1
986,CN1C(=NN=N1)SCC2=C(N3C(C(C3=O)(NC(=O)C4SC(=C(C(=O)N)C(=O)[O-])S4)OC)SC2)C(=O)[O-].[Na+].[Na+],-1.89,1
987,CN1C(=NN=N1)SCC2=C(N3C(C(C3=O)(NC(=O)C4SC(=C(C(=O)N)C(=O)O)S4)OC)SC2)C(=O)O,-1.89,1
988,CC1=NC=C(C=C1)CC2=CN=C(NC2=O)NCCCCC3=NC=C(C=C3C)Br,-1.88,1
989,C1CN(CCN1CCNC(=O)C2=CC=C(C=C2)F)C3=C4C(=CC=C3)OC(CO4)CO,-0.45,1
990,CC(C)(C)NC(=O)C1CN(CCN1CC(CC(CC2=CC=CC=C2)C(=O)NC3C(CC4=CC=CC=C34)O)O)CC5=CN=CC=C5,-0.74,1
991,CCCN1C2=C(C(=O)N(C1=O)CCC)NC(=N2)C3CCC(=O)C3,-1.4,1
992,CCC(C)(C)OC,0.17,1
993,[Rn],-0.12,1
994,CNCCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl,1.38,1
995,CC1=C(C=CC=C1O)C(=O)NC(CSC2=CC=CC=C2)C(CN3CC4CCCCC4CC3C(=O)NC(C)(C)C)O.CS(=O)(=O)O,-0.93,1
996,CC1=C(C=CC=C1O)C(=O)NC(CSC2=CC=CC=C2)C(CN3CC4CCCCC4CC3C(=O)NC(C)(C)C)O,-0.93,1
997,CCC(CC(=O)N)(C1=CC=CC=C1)O,0.04,1
998,C1=CC=C(C=C1)C2=CC=C(C=C2)C(=O)O,-1.26,1
999,CC12CCC3C(C1CC(C2O)F)CCC4=C3C=CC(=C4)O,-0.3,1
1000,CNC1CCC(C2=CC=CC=C12)C3=CC(=C(C=C3)Cl)Cl,1.6,1
1001,C1CC2=CC=CC=C2NC1,0.67,1
1002,CC1=NC=C(C=C1)CC2=CN=C(NC2=O)NCCCCC3=C(C=CC=N3)OC,-2.0,1
1003,C1=CC=C2C(=C1)N(C3=C(S2)C=CC(=C3)Cl)CCCN,0.97,1
1005,CCN(C)C(=O)OC1=CC=CC(=C1)C(C)N(C)C,0.88,1
1006,CN(C)CCC1=CC=CC=N1,-0.27,1
1007,CC(C)(C)OC(=O)CCCC1=CC=C(C=C1)N(CCCl)CCCl,1.0,1
1008,C1=CSC(=N1)CCN,-0.42,1
1009,C1C(=O)NC2=C(C=C(C=C2)Cl)N(C1=O)C3=CC=CC=C3,0.35,1
1010,C1CN=C(N1)NC2=C(C=C(C=C2)Cl)Cl,0.16,1
1011,CC1CCC(C(C1)C)C,1.02,1
1012,C1CCN(CC1)CC2=CC(=CC=C2)OCCCNC3=NC4=CC=CC=C4S3,0.14,1
1013,C1=CN(C(=N1)[N+](=O)[O-])CC(CF)O,-0.01,1
1014,CC(C)(C)[N+](=O)C=C1C=CN(C=C1)[O-],-0.38,1
1015,CC1=CC(=O)N(N1C)C2=CC=C(C=C2)F,-0.05,1
1016,CCC1(C(=O)NC(=O)NC1=O)C,-0.22,1
1017,CC(C)C(CCCNCCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C=C2)OC)OC,-0.64,1
1018,C1C2=CN=C(N2C3=C(C=C(C=C3)Cl)C(=N1)C4=CC=CC=C4F)CO,-0.08,1
1019,CC(C)(C)OC(=O)C1=C2C3CCCN3C(=O)C4=C(N2C=N1)C=CC=C4Br,-0.09,1
1020,CSC1=CC2=C(C=C1)SC3=CC=CC=C3N2CCC4CCCNC4,0.76,1
1021,CC1=C(C(=O)N2CCCC(C2=N1)O)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F,-0.67,1
1022,CN1CN(C2(C1=O)CCN(CC2)CCCC(=O)C3=CC=C(C=C3)F)C4=CC=CC=C4,0.46,1
1023,CC1C(=O)NC2(CCCC2)C(=O)N1,-0.26,1
1024,CNCCCN1C2=C(CCC3=CC=CC=C31)C=C(C=C2)O,0.53,1
1025,CC1=NC=C2N1C3=C(C=C(C=C3)Cl)C(=NC2O)C4=CC=CC=C4F,-0.22,1
1026,CCOC(=O)C1=C2CN(C(=O)C3=C(N2C=N1)C=CC(=C3)F)CCF,-0.14,1
1027,CC(C)C1=NC(=NO1)C2=C3CN(C(=O)C4=C(N3C=N2)C=CC=C4Cl)C,-0.3,1
1028,CCCN(CCC)CCC1=C2CC(=O)NC2=C(C=C1)O,-0.43,1
1029,C1CN(CCC12C(=O)NCN2C3=CC=C(C=C3)Br)CCCC(=O)C4=CC=C(C=C4)F,0.07,1
1030,C1CC2=CC=CC=C2N(C3=CC=CC=C31)CCCN,1.05,1
1031,C1C2=NN=C(N2C3=C(C=C(C=C3)Cl)C(=N1)C4=CC=CC=C4)CO,-1.28,1
1032,CC1=CC=CC2=C1OC3=CC=CC=C3C4(C2CN(CC4)C)O,0.82,1
1033,CN1C2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3,-0.06,1
1034,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2O)C4=CC=CC=C4,-1.48,1
1035,CC12CCN(C1N(C3=C2C=C(C=C3)OC(=O)NC4=CC=CC=C4)C)C,1.0,1
1036,C1CCNC2=C(C1)C=CC(=C2)C(=O)CCC3CCN(CC3)CC4=CC=CC=C4,1.14,1
1037,CC1C2=CC=CC=C2CCN1C3=NC(=NC(=C3C)C)NC4=CC=C(C=C4)F CC(C)(C)NC(=O)C1CC2CCCCC2CN1CC(C(CC3=CC=CC=C3)NC(=O)C(CC(=O)N)NC(=O)C4=NC5=,0.68,1
1038,CC(C)(C)NC(=O)C1CC2CCCCC2CN1CC(C(CC3=CC=CC=C3)NC(=O)C(CC(=O)N)NC(=O)C4=NC5=CC=CC=C5C=C4)O,-0.95,1
1039,CC1CC2=C(CCC(=O)C2)C3C1C4CCC(C4(CC3)C)(C#C)O,0.4,1
1040,C1CN(CC1C(C2=CC=CC=C2)(C3=CC=CC=C3)C(=O)N)CCC4=CC5=C(C=C4)OCC5,-0.62,1
1041,CC1=C(C(=O)N2CC(CCC2=N1)O)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F,-0.67,1
1042,CN(C)CCCN1C2=CC=CC=C2S(=O)C3=CC=CC=C31,-0.48,1
1043,C(=CCl)Cl,0.04,1
1045,CCC(=C(C1=CC=CC=C1)C2=CC=C(C=C2)OCCN(C)C)C3=CC=CC=C3,0.92,1
1046,CC1=CSC(=N1)N=C(N)N,-0.04,1
1047,CCCC(C)C1(C(=O)NC(=S)NC1=O)CC,-0.19,1
1048,C1CCC(CC1)NC(=S)N2CCC(CC2)C3=CN=CN3,-0.17,1
1049,C1=CC=C(C=C1)C2=CSC(=N2)N=C(N)N,-0.18,1
1050,CCC(C1=CC=CC=C1)NC(=O)C2=C(C(=NC3=CC=CC=C32)C4=CC=CC=C4)C,0.3,1
1051,C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3)O)O,-0.15,1
1052,CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)O,0.45,1
1053,CN1CCC23C4C1CC5=C2C(=C(C=C5)O)OC3C(C=C4)O,-0.26,1
1054,COCCCCC(=NOCCN)C1=CC=C(C=C1)C(F)(F)F,0.79,1
1055,CN1CCC23CCCCC2C1CC4=C3C=C(C=C4)O CCCC(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN4CCN(CC4)C.C(=CC(=O)O)C(=O)O.C(=CC(,0.0,1
1056,CCCC(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN4CCN(CC4)C.C(=CC(=O)O)C(=O)O.C(=CC(=O)O)C(=O)O,0.83,1
1057,C1=CC=C(C=C1)C2=CSC(=N2)CC[NH3+],-0.87,1
1058,C1CN(CCN1)C2=NC(=C(C=C2)C(F)(F)F)Cl,1.64,1
1059,C=CCC(C1=CC=CC=C1C2=NOC3=CC=CC=C32)N,0.0,1
1060,C1CN(CCC1COC2=CC=C(C=C2)C#N)CC=CI,1.13,1
1061,CN1CC2C(C1)C3=C(C=CC(=C3)Cl)OC4=CC=CC=C24,1.03,1
1062,C1CC(=O)N(C1)CCCCN2CCN(CC2)C3=NC=CC(=C3)C(F)(F)F,0.16,1
1063,CC(=O)NCCCOC1=CC=CC(=C1)CN2CCCCC2,-0.46,1
1064,C(CSC(=N)N)F,-0.27,1
1065,C1CCN(CC1)CC2=CC(=CC=C2)OCCCNC3=CC=CC=N3,0.69,1
1066,CC(CO)(C1=NC(=NO1)C2=C3CN(C(=O)C4=C(N3C=N2)C=CC=C4Cl)C)O,-1.82,1
1067,CC(C)(C)[N+](=CC1=CC=CC=C1)[O-],0.05,1
1068,C1=CN(C(=N1)[N+](=O)[O-])CCCF,-0.24,1
1069,C1=CN(C(=N1)[N+](=O)[O-])CCCCCCCCF,-0.17,1
1070,CC(C)(C1=NC(=NO1)C2=C3CN(C(=O)C4=C(N3C=N2)C=CC=C4Cl)C)O,-1.34,1
1071,C1CCN(CC1)CC2=CC(=CC=C2)OCCCO,-0.02,1
1072,C1=CC(=C(C=C1C2=NC3=C(S2)C=C(C=C3)O)I)N,0.18,1
1073,CC[CH][C]([CH2])CC,0.9,1
1074,C1CCN(CC1)CC2=CC(=C(C=C2)I)CN3CCCCC3,0.98,1
1075,CN(C)C1=NC=CC(=C1)C2=NC(=NN2)N,-1.17,1
1076,CCCCCCN1CCN(CC1)C2=CC=C(C=C2)I,1.01,1
1077,CCCCCCCCC1(C(=O)NC(=O)NC1=O)CC,0.24,1
1078,C1=CC(=C(N=C1)CSCCNC2=C(C=CN2)[N+](=O)[O-])Br,-0.67,1
1079,C1=CC=NC(=C1)CSCCNC2=C(C=CN2)[N+](=O)[O-],-0.66,1
1080,C1=CC=C(C=C1)CC2=CNC(=C2[N+](=O)[O-])NCCSCC3=CC=CC=N3,-0.12,1
1081,CN(C)CC1=CC=C(O1)CSCCNC2=C(C(=CN2)CC3=CC=CC=C3)[N+](=O)[O-],-0.73,1
1082,C1CCN(CC1)CC2=CC(=CC=C2)OCCCNC3=NC=CS3,0.44,1
1083,C1CCN(CC1)CC2=CC(=CC=C2)OCCCNC3=NC4=CC=CC=C4O3,0.22,1
1084,C1=CC(=CC(=C1)N)C2=CSC(=N2)N=C(N)N,-1.15,1
1085,CCNC(=NCCSCC1=C(C=CC=N1)Br)NC#N,-2.15,1
1086,CN=C(NC#N)NC1=CC=CC(=C1)C2=CSC(=N2)N=C(N)N,-1.54,1
1087,C(C(Cl)Br)C(F)(F)F,0.35,1
1088,CC1=CC=CC2=C1OC3=CC=CC=C3C4(C2CNCC4)O,0.52,1
1089,C(C(F)Br)C(F)(F)F,0.27,1
1090,C[NH2+]CCCN1C2=C(CCC3=CC=CC=C31)C=C(C=C2)O,0.53,1
1091,C1=CSC(=N1)CC[NH3+],-0.58,1
1092,C1C2CNC(C1C3=CC=CC(=O)N3C2)Br,-0.05,1
1093,CN(C)Cc1ccc(-c2cccc(NC3N=CC=C3[N+](=O)[O-])c2)o1,-0.27,2
1094,O=C(O)c1cc(N=Nc2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O,-2.69,2
1095,COC1(NC(=O)C(C(=O)O)c2ccc(O)cc2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)COC21,-2.52,2
1096,Oc1c(I)cc(Cl)c2cccnc12,-2.4,2
1097,CCNC(=NCCSCc1ncccc1Br)NC#N,-2.15,2
1098,CS(=O)(=O)N(CCO)c1c(Cl)c(Cl)cc2[nH]c(=O)c(=O)[nH]c12,-2.15,2
1099,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](OC2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)C=C[C@H]3[C@H]1C5,-2.09,2
1100,O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)N1,-2.09,2
1101,O=c1[nH]c2cc(Cl)ccc2c(O)c1-c1cccc(Oc2ccccc2)c1,-2.03,2
1102,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](N)[C@@H]1NCOC,-1.96,2
1103,CO[C@@]1(NC(=O)C2SC(=C(C(N)=O)C(=O)O)S2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@@H]21,-1.89,2
1104,c1ccc(NC2=NCCN2)cc1,-1.89,2
1105,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,-1.81,2
1106,CCOC(=O)N1CSCC1C(=O)O,-1.72,2
1107,O=C1c2c(O)cc(O)cc2CC(c2ccc(O)c(O)c2)C1O,-1.7,2
1108,OC[C@H]1O[C@H](O[C@]2(CO)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,-1.7,2
1109,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,-1.68,2
1110,C=CCc1cccc(/C=N\NC(=O)CN2CCN(Cc3ccc(S(N)(=O)=O)cc3)CC2)c1O,-1.67,2
1111,O=C(O)c1nc2ccc(C(F)(F)F)cc2nc1NCc1ccc(C(F)(F)F)cc1,-1.57,2
1112,CC(=O)NC1C(O)OC(COS(=O)(=O)O)C(OC2OC(COS(=O)(=O)O)C(O)C(O)C2O)C1O,-1.54,2
1113,CN=C(NC#N)Nc1cccc(-c2csc(N=C(N)N)n2)c1,-1.54,2
1114,NC(N)=Nc1nc(-c2ccc(O)c(O)c2)cs1,-1.54,2
1115,CC(C)CC(=O)c1ccc(OCCCCO)cc1O,-1.52,2
1116,CC(C)CC(=O)c1ccc(OCCCCOc2ccc3ccc(=O)oc3c2)cc1O,-1.52,2
1117,CCNc1cccnc1N1CCN(C(=O)c2cc3cc(NS(C)(=O)=O)ccc3[nH]2)CC1,-1.52,2
1118,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)C/C(C)=C\C=C\[C@@H](C)C(O)[C@@H](C)[C@H](O)[C@H](C)[C@H](OC(C)=O)[C@@H]1C,-1.52,2
1119,NCC(CC(=O)O)c1ccc(Cl)cc1,-1.52,2
1120,COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,-1.5,2
1121,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,-1.5,2
1122,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,-1.5,2
1123,CN[C@H]1C(=O)N[C@@H]2Cc3ccc(cc3)Oc3cc4cc(c3O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3NC(=O)CCCCCCCCC(C)C)Oc3ccc(cc3Cl)[C@@H](O)[C@@H]3NC(=O)[C@H](NC(=O)[C@@H]4NC(=O)[C@@H](NC2=O)c2cc(cc(O)c2Cl)Oc2cc1ccc2O)c1ccc(O)c(c1)-c1c(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)cc(O)cc1[C@@H](C(=O)NCCCN(C)C)NC3=O,-1.48,2
1124,CC(C)NC(O)COc1ccc(CC(N)=O)cc1,-1.42,2
1125,CN=C(NC#N)NCCSCC1=NC=NC1C,-1.42,2
1126,CN=C(NC#N)NCCSCc1nc[nH]c1C,-1.4,2
1127,CC1(C(=O)O)CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1,-1.4,2
1128,CCCc1nc(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(CC)CC4)ccc3OCC)nn12,-1.4,2
1129,CCCn1c(=O)c2[nH]c([C@H]3CCC(=O)C3)nc2n(CCC)c1=O,-1.4,2
1130,COC(=O)Nc1nc2ccc(C(=O)N3CCN(c4ccccn4)CC3)cc2[nH]1,-1.4,2
1131,COc1nccc(-c2c(-c3ccc(F)cc3)ncn2C2CCC(O)CC2)n1,-1.4,2
1132,NCc1c[n+]2ccccc2[nH]1,-1.4,2
1133,Nc1ccc(C(=O)O)cc1,-1.4,2
1134,CCOc1ccc(C(=O)c2cccc3ccccc23)c2ccccc12,-1.39,2
1135,Cc1ccccc1N=C1N(C)CCN1C,-1.39,2
1136,Cc1ccccc1NC1=NCCN1,-1.39,2
1137,CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)O,-1.36,2
1138,CN1[C@H]2CC[C@H]1[C@@H](CC(=O)O)[C@@H](OC(=O)c1ccccc1)C2,-1.35,2
1139,O=C(O)c1cc(=O)c2c(Cl)cc(Cl)cc2[nH]1,-1.33,2
1140,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12,-1.3,2
1141,COc1ccc(NS(=O)(=O)c2sc3ccc(Cl)cc3c2C)cc1N1CCNCC1,-1.3,2
1142,COc1cccnc1CCCCNc1ncc(Cc2cccc(C)n2)c(=O)[nH]1,-1.3,2
1143,Cc1ccc(N=C2N(C)CCN2C)c(C)c1,-1.3,2
1144,Cc1ccc(NC2=NCCN2)c(C)c1,-1.3,2
1145,Cc1nc(Nc2ncc(C(=O)Nc3c(Cl)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,-1.3,2
1146,N#CC(c1ccc(Cl)cc1)c1c(Cl)cc(-n2ncc(=O)[nH]c2=O)cc1Cl,-1.3,2
1147,NCC1(Cc2noc(=O)[nH]2)CCCCC1,-1.3,2
1148,Nc1nc(NCCc2ccc(O)cc2)nc2nc(-c3ccco3)nn12,-1.3,2
1149,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,-1.3,2
1150,O=c1[nH]cnc2c1ncn2[C@H]1CC[C@@H](CO)O1,-1.3,2
1151,COc1ccc2c(c1)[C@@H](CC(=O)O)[C@H](C)N2C(=O)c1ccc(Cl)cc1,-1.26,2
1152,CN/C(=C/[N+](=O)[O-])NCCSc1ccc(CN(C)C)o1,-1.23,2
1153,CN/C(=C\[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,-1.23,2
1154,CN/C(=N\C[N+](=O)[O-])NCCSCc1coc(CN(C)C)c1,-1.23,2
1155,CN=C(C[N+](=O)[O-])NCCCSc1ccc(CN(C)C)o1,-1.23,2
1156,CN=C(C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,-1.23,2
1157,CNC(C[N+](=O)[O-])=NCCSc1ccc(CN(C)C)o1,-1.23,2
1158,CO[C@H]1CN(CC2Cc3ccc(NC(=O)C(C)C)cc3C2)CCC1n1c(C)nc2cc(C)ccc21,-1.22,2
1159,Nc1nc(=O)n([C@@H]2CS[C@H](CO)O2)cc1F,-1.22,2
1160,CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O,-1.2,2
1161,Nc1ccn([C@H]2CC[C@@H](CO)O2)c(=O)n1,-1.2,2
1162,CC(=O)Oc1ccc(/C=C/C(=O)NCCc2ccccc2)cc1OC(C)=O,-1.17,2
1163,CCOc1ccc(Cc2nc3cc(N(C)S(=O)(=O)c4cccs4)ccc3n2CC2CCCCC2)nc1,-1.15,2
1164,CCS(=O)(=O)n1c2c(c3cc(C(=O)N4CCC(C)CC4)ccc31)CN(C1CCOCC1)CC2,-1.15,2
1165,CCCCCCCCCCCCCCCCOP(=O)(O)OCC[N+](C)(C)C,-1.14,2
1166,Cc1ccc(/C(=C\CN2CCCC2)c2cccc(/C=C/C(=O)O)n2)cc1,-1.14,2
1167,CN(C)Cc1ccc(CSCCNC2N=CC=C2[N+](=O)[O-])o1,-1.12,2
1168,CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,-1.11,2
1169,CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C=C4c5cccc6[nH]c(Br)c(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12,-1.1,2
1170,CN1CC(C(=O)NC2(C)OC3(O)C4CCCN4C(=O)C(Cc4ccccc4)N3C2=O)CC2C3=CC=CC4NC=CC(=C34)CC21,-1.1,2
1171,O=c1cccc2n1CC1CNCC2C1,-1.09,2
1172,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,-1.08,2
1173,Cc1ccc(Cc2cnc(NCCSCc3ccc(C(C)(C)N)o3)[nH]c2=O)cn1,-1.06,2
1174,CN(C)CCc1c[nH]c2ccc(CC3COC(=O)N3)cc12,-1.01,2
1175,CC(C)(C(=O)O)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,-1.0,2
1176,CC(C)(C)c1ccc(C(=O)N2CCN(c3ccc(OCCCN4CCCCC4)cc3)C(=O)C2)cc1,-1.0,2
1177,CCC(NC(=O)c1c(OCC(=O)O)c(-c2ccccc2)nc2ccccc12)c1ccccc1,-1.0,2
1178,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@@H](NCOC)[C@@H](N)C1,-1.0,2
1179,CCOC(=O)NNc1ccc(N(CC(C)O)C(C)C)nn1,-1.0,2
1180,CN(C)C(=O)Cn1nc(-c2c(-c3ccccc3)nn3ccccc23)ccc1=O,-1.0,2
1181,CN1CC(=O)N2C(Cc3c([nH]c4ccccc34)C2c2ccc3c(c2)OCO3)C1=O,-1.0,2
1182,COC(=O)[C@@H]1C(=O)C=C(Nc2cccc([N+](=O)[O-])c2)C[C@H]1C,-1.0,2
1183,COc1cc(N)cn[n+]1-c1ccccc1,-1.0,2
1184,COc1cc2c(cc1CNC1C3CCN(C3)C1C(c1ccccc1)c1ccccc1)N(S(C)(=O)=O)CC2,-1.0,2
1185,CSc1nn2c(N3CCNCC3)c3c(nc2c1S(=O)(=O)c1ccccc1)CCC3,-1.0,2
1186,Cc1cc2ccccc2n1CCNC(=O)/C=C/c1ccc(OCCO)c(OCCO)c1,-1.0,2
1187,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,-1.0,2
1188,Clc1cccc(C(c2ccc3nc[nH]c3c2)n2ccnc2)c1,-1.0,2
1189,O=C(O)CCCCO/N=C(\c1cccnc1)c1cccc(C(F)(F)F)c1,-1.0,2
1190,O=C(c1ccc(C(=O)N2CCN(c3ccc(OC4CCN(C5CCC5)CC4)cc3)C(=O)C2)cc1)N1CCC1,-1.0,2
1191,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1,-0.95,2
1192,CC(C)(C)NCC(O)COc1cccc2c1CC(O)C(O)C2,-0.95,2
1193,Cc1c(O)cccc1C(=O)N[C@@H](CSc1ccccc1)[C@@H](O)CN1CC2CCCCC2C[C@H]1C(=O)CNC(C)(C)C,-0.93,2
1194,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,-0.9,2
1195,C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CCC2(O)C(=O)CO,-0.9,2
1196,Nc1cccc(CN2CCC(NC(=O)[C@](O)(c3ccccc3)[C@@H]3CCC(F)(F)C3)CC2)n1,-0.89,2
1197,CC1CCN(CCC2CCN2S(=O)(=O)C2=CC(O)=CCC2)CC1,-0.89,2
1198,Cc1cc(Cl)ccc1NC1=NCCN1,-0.87,2
1199,CN(C)CCOc1ccc(-c2nc(-c3ccc4c(c3)CC/C4=N\CO)c(-c3ccncc3)[nH]2)cc1,-0.85,2
1200,COc1ccc(NS(=O)(=O)c2ccc(N)cc2)nn1,-0.85,2
1201,Nc1ccccc1NC(=O)c1ccc(CNC(=O)OCc2ccccc2)cc1,-0.85,2
1202,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,-0.83,2
1203,COc1ccc2nc([S+]([O-])Cc3ncc(C)c(OC)c3C)[nH]c2c1,-0.82,2
1204,Nc1nc(=O)c2ncn(COCCO)c2[nH]1,-0.8,2
1205,CN/C(=N\CCSCc1csc(NC(=N)N)n1)NC#N,-0.8,2
1206,CCc1ccc(-n2cnc3c(sc4nccc(N(C)CCc5ccccn5)c43)c2=O)cc1,-0.8,2
